typeid,mode,reason,idesessionuuid,kaveversion,triggeredat,triggeredby,duration,activewindow,activedocument
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T20:57:47.0270592+02:00,0,00:00:00.1218273,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T20:57:47.1488865+02:00,0,00:00:00.0150003,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T20:57:47.1643862+02:00,0,00:00:00.1774161,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T20:57:47.3423023+02:00,0,00:00:00.0349957,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T20:57:47.377298+02:00,0,00:00:00.3950217,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T20:57:47.7728165+02:00,0,00:00:00.0510095,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T20:57:47.8243266+02:00,0,00:00:00.4797587,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T20:57:48.304585+02:00,0,00:00:00.0231380,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T20:57:48.3282277+02:00,0,00:00:04.5845540,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T20:57:52.9132823+02:00,0,00:00:00.0390016,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T20:57:52.9527818+02:00,0,00:00:00.6257898,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T20:57:53.5790713+02:00,0,00:00:00.0355180,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T20:57:53.6150887+02:00,0,00:03:45.0662580,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonGo,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:01:38.6818453+02:00,0,00:00:00.1665209,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",0,dbgEventReasonEndProgram,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:01:38.848867+02:00,0,00:00:00,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonLaunchProgram,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:03.6809583+02:00,0,00:00:00.6094874,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonBreakpoint,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:04.2914465+02:00,0,00:00:01.3808414,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:05.6722879+02:00,0,00:00:00.0541327,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:05.7269215+02:00,0,00:00:00.3029217,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:06.0298432+02:00,0,00:00:00.0679978,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:06.097841+02:00,0,00:00:00.3874046,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:06.4857362+02:00,0,00:00:00.0160179,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:06.5022544+02:00,0,00:00:01.3626452,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:07.8654104+02:00,0,00:00:00.0490314,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:07.9149433+02:00,0,00:00:01.2140825,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:09.1295231+02:00,0,00:00:00.0581035,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:09.1881266+02:00,0,00:00:00.6939211,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:09.8825533+02:00,0,00:00:00.0618743,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:09.9449273+02:00,0,00:00:01.0340387,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:10.9794648+02:00,0,00:00:00.0275115,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:11.007479+02:00,0,00:00:00.8061778,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:11.8141568+02:00,0,00:00:00.0432117,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:11.85787+02:00,0,00:00:00.6682454,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:12.5266148+02:00,0,00:00:00.0469984,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:12.5746138+02:00,0,00:00:00.5864996,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:13.1616166+02:00,0,00:00:00.0820371,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:13.2441546+02:00,0,00:00:00.3722558,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:13.6169078+02:00,0,00:00:00.0350580,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:13.6524685+02:00,0,00:00:00.4828410,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:14.13581+02:00,0,00:00:00.0210013,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:14.1573116+02:00,0,00:00:00.4075846,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:14.5653965+02:00,0,00:00:00.0623930,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:14.6282904+02:00,0,00:00:00.4197630,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:15.0485353+02:00,0,00:00:00.0159976,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:15.065033+02:00,0,00:00:00.4292448,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:15.4947775+02:00,0,00:00:00.0255194,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:15.5207987+02:00,0,00:00:00.5625440,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:16.0838418+02:00,0,00:00:00.0428186,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:16.1271689+02:00,0,00:00:01.0282972,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:17.1559538+02:00,0,00:00:00.0289995,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:17.1854533+02:00,0,00:00:02.1448663,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:19.3308199+02:00,0,00:00:00.0184997,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:19.3503196+02:00,0,00:00:00.7419353,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:20.0927675+02:00,0,00:00:00.0724352,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:20.1656965+02:00,0,00:00:05.6388180,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:25.8050151+02:00,0,00:00:00.0340033,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:25.8395154+02:00,0,00:00:01.5627095,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",0,dbgEventReasonStopDebugging,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:02:27.403227+02:00,0,00:00:00,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonLaunchProgram,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:48.9534958+02:00,0,00:00:00.6495115,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonBreakpoint,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:49.6035105+02:00,0,00:00:02.3458457,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:51.9493562+02:00,0,00:00:00.0367986,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:51.9866721+02:00,0,00:00:00.4037135,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:52.3908841+02:00,0,00:00:00.0695816,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:52.4609639+02:00,0,00:00:00.3788323,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:52.8402971+02:00,0,00:00:00.0260056,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:52.8667962+02:00,0,00:00:00.4584677,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:53.3257637+02:00,0,00:00:00.0472966,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:53.3735606+02:00,0,00:00:01.0549351,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:54.4284957+02:00,0,00:00:00.0522508,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:54.4807465+02:00,0,00:00:00.4453567,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:54.9265991+02:00,0,00:00:00.0593886,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:54.9859877+02:00,0,00:00:00.6418665,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:55.6283399+02:00,0,00:00:00.0335443,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:03:55.6618842+02:00,0,00:00:08.0147275,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",0,dbgEventReasonStopDebugging,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:04:03.6791126+02:00,0,00:00:00,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonLaunchProgram,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:04:30.466355+02:00,0,00:00:00.6815028,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonBreakpoint,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:04:31.1488575+02:00,0,00:00:03.1333932,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:04:34.2827536+02:00,0,00:00:00.0283566,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:04:34.3116088+02:00,0,00:00:00.4370402,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:04:34.7491481+02:00,0,00:00:00.0300013,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,9cb506fd-73f5-4fc0-98a9-027f43af2feb,0.1004-Default,2016-05-25T21:04:34.7796494+02:00,0,00:00:00.3400233,0Win:vsWindowTypeDocument Ex3.cpp,0Doc:C/C++ \Ex3\Ex3.cpp
