typeid,idesessionuuid,kaveversion,triggeredat,triggeredby,duration,activewindow,activedocument
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,01:55:45.7105689,1,00:00:02.9140501,0Win:vsWindowTypeToolWindow Start Page,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,01:55:52.1909607,1,00:00:05.8285407,0Win:vsWindowTypeToolWindow Notifications,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,01:56:44.1400258,1,00:00:30.0180219,0Win:vsWindowTypeDocument ProjectManagementUtilities.cs,0Doc:CSharp ProjectManagementUtilities.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,01:57:24.9081331,1,00:00:00.3044996,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,01:58:15.474979,1,00:00:00,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,01:58:22.4493602,1,00:00:12.1127514,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,01:58:39.768629,1,00:00:14.9680607,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,01:58:58.0735478,1,00:00:12.4475994,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,01:59:18.4497687,1,00:00:01.8908900,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,01:59:23.4437335,1,00:00:05.1009145,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,01:59:33.2216491,1,00:00:03.4510007,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,01:59:41.4311507,1,00:00:01.3350295,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,01:59:46.0201808,1,00:00:13.2306879,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:00:04.7453721,1,00:00:01.6730283,0Win:vsWindowTypeOutput Output,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:00:16.286591,1,-00:00:00.0005001,0Win:vsWindowTypeOutput Output,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:00:25.0671537,1,00:00:03.4969995,0Win:vsWindowTypeOutput Output,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:00:36.4101558,1,00:00:00.4840004,0Win:vsWindowTypeOutput Output,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:00:41.7356569,1,00:00:04.9925242,0Win:vsWindowTypeOutput Output,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:00:50.7966941,1,00:00:02.0940185,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:00:58.0422148,1,-00:00:00.0010029,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:01:03.5612142,1,00:00:05.4405428,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:01:13.1102574,1,00:00:14.6986307,0Win:vsWindowTypeOutput Output,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:02:03.8433004,1,00:00:13.4302817,0Win:vsWindowTypeOutput Output,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:02:47.8617907,1,00:00:00.1874988,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:02:52.6957923,1,00:00:05.9855119,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:03:09.4838538,1,00:00:04.3225461,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:03:20.8839011,1,-00:00:00.0004996,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:03:23.9220357,1,00:00:00.6345013,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:03:29.4655367,1,00:00:15.5135463,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:03:48.1655842,1,00:00:05.9026254,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:04:24.566843,1,00:00:00.0549996,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:04:28.0998776,1,00:00:10.1208803,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:04:41.2573193,1,00:00:02.6511278,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:04:47.1528364,1,00:00:00.9674999,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:04:52.739185,1,00:00:15.2748432,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:05:15.2759094,1,00:00:01.2605079,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:05:43.669359,1,00:00:02.9807880,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:05:57.8407162,1,00:00:06.3722030,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:06:08.4754387,1,00:00:00.5684987,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:06:12.3185672,1,-00:00:00.0005021,0Win:vsWindowTypeOutput Output,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:06:17.1407914,1,00:00:00.1284998,0Win:vsWindowTypeOutput Output,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:07:17.689636,1,-00:00:00.0005013,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:07:24.276549,1,00:00:00.4010042,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:07:28.0945797,1,00:00:00.8530021,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:07:31.9705826,1,00:00:08.0124559,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:07:45.8820406,1,00:00:00.4274986,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:07:51.6290798,1,00:00:03.0580006,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:08:00.9096249,1,00:00:02.2815017,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:08:13.8245852,1,00:00:03.1807389,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:08:54.1613463,1,00:00:06.9085588,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:09:13.7649162,1,00:00:01.3392243,0Win:vsWindowTypeDocument NuGet: Assemble.WebClient,0Doc: Assemble.WebClient.csproj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:09:19.2755255,1,00:00:00.4749995,0Win:vsWindowTypeMainWindow TheOne - Microsoft Visual Studio (Administrator),
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:38:40.6044131,1,00:00:08.8288231,0Win:vsWindowTypeMainWindow TheOne - Microsoft Visual Studio (Administrator),
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:38:53.8554563,1,00:00:09.4814300,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:39:42.7002896,1,00:00:25.0001675,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:40:12.773197,1,00:00:04.0198824,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Assemble\WebClient\Web.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:40:23.6909722,1,00:00:03.2990740,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Assemble\WebClient\Web.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:41:55.6094737,1,-00:00:00.0004967,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Assemble\WebClient\Web.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:42:29.2951899,1,00:00:00.8364976,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Assemble\WebClient\Web.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:42:44.7633254,1,00:00:07.1097746,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:42:57.0924794,1,00:00:04.5229293,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:43:18.1833943,1,-00:00:00.0005005,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:43:29.0517728,1,00:00:03.8495327,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:43:36.7358194,1,00:00:01.7490028,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:44:36.8816502,1,00:00:03.6473139,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:44:52.1216833,1,00:00:03.1590305,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:45:17.1232803,1,00:00:00.6508757,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:46:45.7174096,1,00:00:11.0858731,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:47:00.9524232,1,00:00:06.1923085,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Assemble\WebClient\Web.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:47:11.2926853,1,-00:00:00.0004984,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:47:21.0547471,1,00:00:04.3669569,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:48:16.9302451,1,00:00:01.8168590,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:48:29.3696676,1,00:00:07.2397092,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:49:10.233986,1,00:00:18.1868173,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:49:37.057409,1,00:00:02.8832122,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:50:31.9450788,1,00:00:00.6991377,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:51:34.5437416,1,00:00:00.2359989,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:52:09.1466169,1,00:00:00.8925292,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:01:15.2323714,1,00:00:03.6281048,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Assemble\WebClient\Web.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:01:23.8229118,1,00:00:01.5127881,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Assemble\WebClient\Web.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:01:40.3721698,1,-00:00:00.0005009,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Assemble\WebClient\Web.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:03:49.9296063,1,00:00:00.6269993,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Assemble\WebClient\Web.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:03:55.1223734,1,00:00:08.3882511,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Assemble\WebClient\Web.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:04:07.6953505,1,00:00:00.9094534,0Win:vsWindowTypeDocument NLog.config,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:14:42.4637403,1,00:00:05.1989636,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:15:03.9430204,1,00:00:02.5673167,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:15:14.785265,1,00:00:05.6031942,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:15:31.9347314,1,00:00:02.5051492,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:15:39.4506328,1,00:00:07.5873848,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:15:50.844927,1,00:00:15.0609124,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:XML \Assemble\WebClient\NLog.config
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:16:09.4148982,1,00:00:09.6329586,0Win:vsWindowTypeDocument NuGet - Solution,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:16:26.2067313,1,00:00:08.9089287,0Win:vsWindowTypeDocument NuGet - Solution,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:16:38.8484218,1,00:00:10.3694710,0Win:vsWindowTypeDocument NuGet - Solution,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:16:52.3283998,1,00:00:08.7719453,0Win:vsWindowTypeDocument NuGet - Solution,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:17:19.7564888,1,00:00:06.4909400,0Win:vsWindowTypeToolWindow Error List,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:17:29.3563097,1,00:00:01.3533409,0Win:vsWindowTypeDocument NuGet - Solution,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:17:41.3381984,1,00:00:07.2330951,0Win:vsWindowTypeDocument NuGet - Solution,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:17:55.0992589,1,00:00:53.6077417,0Win:vsWindowTypeDocument NuGet - Solution,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:18:52.6819328,1,00:00:16.4662014,0Win:vsWindowTypeDocument NuGet - Solution,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:19:13.1816926,1,-00:00:00.0005000,0Win:vsWindowTypeDocument NuGet - Solution,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:19:16.6014897,1,00:00:03.0755779,0Win:vsWindowTypeDocument NuGet - Solution,
